Comentario Original;text;Polaridad Manual;Polaridad Obtenida
Es buen profesor debería ser más accesible y ayudar en lo que no sabemos.; buen  deb   acces  ayud    no;positive;positive
No me gusta para nada la clase, siempre hace las mismas dinámicas.;no  gust     siempr hac  mism dinam;negative;negative
Es una muy mala maestra, no cuenta con control del grupo.;   mal  no   control ;negative;negative
La disciplina grupa es fatal e impide el aprendizaje de todos mis compañeros.; disciplin grup  fatal  impid     ;negative;positive
El profesor cuenta con un nivel de conocimiento muy alto.;     nivel    alto;positive;positive
Realiza una clase dinámica que promueve trabajo en equipo.;realiz     promuev   equip;positive;positive
Le falta conocer el plan de la materia para lograr impartirla.; falt conoc  plan     logr impart;negative;positive
Es un gran maestro que apoya en todos los aspectos.;     apoy    aspect;positive;positive
Un profesor sobresaliente con amplio criterio de análisis para la solución de problemas.;  sobresalient  ampli criteri  analisis   solucion ;positive;positive
Buena disposición al impartir clase.;buen disposicion  impart;positive;positive
El profesor me cae muy bien dentro y fuera de clase.;   cae  bien   fuer ;positive;positive
Los temas son aburridos y la clase es muy tediosa.;   aburr      tedios;negative;negative
La maestra hace que la clase sea aburrida ya que no prepara material.;  hac    sea aburr   no prep;negative;negative
La maestra tiene buena disposición para enseñar resolución de problemas.;  tien buen disposicion  enseñ resolu ;positive;positive
Ella siempre organiza su clase.; siempr organiz ;positive;positive
Es una maestra que cuenta con mucha determinación para lograr sus objetivos.;       determin  logr  objet;positive;positive
No logra transmitir su conocimiento de una manera adecuada al grupo.;no logr transmit     maner adecu ;negative;positive
LA MAESTRA LOGRA EXPRESAR BIEN SUS CONOCIMIENTOS PARA EL APRENDIZAJE.;  logr expres bien    ;positive;positive
Es mi maestra favorita.;   favorit;positive;positive
La maestra no planea su clase y siempre se comporta de una manera irrespetuosa.;  no plane    siempr  comport   maner irrespetu;negative;negative
La maestra logra captar la atención de sus alumnos durante la clase.;  logr capt  atencion    durant ;positive;positive
Es un buen profesor, el mejor que he tenido de matemáticas.;  buen   mejor   ten  matemat;positive;positive
Es muy buen maestro y aclara tus dudas de una manera en la que la puedas comprender.;  buen   aclar     maner     pued comprend;positive;positive
Es uno de los mejores profesores del cual me gustaría recibir clases nuevamente;    mejor     gust recib  nuev;positive;positive
Siempre nos apoya con material extra para aclarar dudas.;siempr nos apoy   extra  aclar;positive;positive
UN BUEN MAESTRO ESPERO QUE NOS VUELVA A IMPARTIR CLASE; buen  esper  nos vuelv  impart;positive;positive
El profesor resuelve dudas cuando lo necesitamos y además es muy bueno explicando.;  resuelv    necesit     buen explic;positive;positive
Muestra un interés único en el desarrollo de los alumnos es excepcional.;muestr  interes unic   desarroll     excepcional;positive;positive
Buen profesor y muestra comprensión hacia el grupo;buen   muestr comprension  ;positive;positive
La maestra domina su materia pero explica muy rápido y no se le entiende nada.;  domin   per explic  rap  no   entiend;negative;positive
El profesor conoce el tema pero no tiene un método de enseñanza adecuado para darse a entender;  conoc   per no tien  metod  enseñ adecu  dars  entend;negative;positive
Le falta experiencia en dar clases y trato con alumnos; falt   dar   trat ;negative;negative
Le falta dominio del tema ya que no sabe explicar con claridad.; falt domini     no  explic  clarid;negative;negative
Sinceramente el profesor no sabe dar clase es solo pérdida de tiempo.;sincer   no  dar    perd ;negative;negative
El profesor tiene dominio del tema y maneja diferente material para enseñar.;  tien domini    manej diferent   enseñ;positive;positive
El profesor hace dinámica su clase utilizando diferentes materiales.;  hac    utiliz diferent;positive;negative
El profesor no explica de una manera sencilla.;  no explic   maner sencill;negative;negative
No cuenta con experiencia para dar clases ni dominio del tema;no     dar  ni domini ;negative;negative
Falta un poco mas de material didáctico;falt      didact;negative;neutral
Le falta experiencia al dar a conocer sus conocimientos cuando nos explica; falt   dar  conoc susconoc  nos explic;negative;neutral
Es una maestra muy organizada en todos los aspectos.;    organiz    aspect;positive;positive
Buena maestra nos expone bien sus temas con excelente contenido.;buen  nos expon bien    excelent conten;positive;positive
Buena maestra, brinda apoyo a sus alumnos todo el tiempo.;buen  brind apoy     ;positive;positive
me gusta su forma de trabajo ya que nos hace ser realista y trabajar bajo presión; gust  form     nos hac  realist  trabaj baj presion;positive;positive
Es buena maestra pero debería respetar su horario de salida de la clase.; buen  per deb respet    sal  ;negative;positive
EL profesor no es respetuoso con el grupo.;  no  respetu  ;negative;neutral
El profesor es irreponsable y no entrega la retroalimentación de las unidades.;   irrepons  no entreg  retroaliment   unidad;negative;positive
Muy buena maestra, es clara con lo que pide y es accesible además hace actividades interesantes.; buen   clar    pid   acces  hac  interes;positive;positive
Una maestra muy inteligente y responsable;   inteligent  respons;positive;negative
Muy buena maestra, domina el tema del que esta dando clase y lo sabe aplicar para nuestro aprendizaje; buen  domin      dand     aplic  nuestr;positive;positive
Persona muy paciente, amable, conoce mucho del tema y siempre esta dispuesta a ayudar a los alumnos.;  pacient amabl conoc     siempr  dispuest  ayud  ;positive;positive
La maestra tiene control del grupo y dominio del tema.;  tien control    domini ;positive;positive
Es una maestra excepcional.;   excepcional;positive;positive
clases dinámicas y muy entendibles para los alumnos; dinam   entend  ;positive;positive
LA MAESTRA DEBE SER UN POCO MAS RESPETUOSA CON SUS ALUMNOS;  deb     respetu  ;negative;neutral
EXCELENTE CLASE, SOLO QUE ES UNA MAESTRA ELITISTA;excelent       elit;negative;positive
No he aprendido nada y además es aburrida la clase;no  aprend     aburr ;negative;negative
BUEN PROFESOR AYUDA EN EL APRENDIZAJE PRÁCTICO.;buen  ayud    practic;positive;positive
El maestro organiza la clase para que sus alumnos participen y logren aprender.;  organiz       particip  logr aprend;positive;positive
Excelentes ideas y planeaciones de clases.;excelent ide  planeacion ;positive;neutral
debería dar mayor atención a sus alumnos para lograr aumentar el aprendizaje;deb dar  atencion     logr aument ;negative;neutral
EL PROFESOR DA MUY BIEN LAS CLASES, PERO DEDICA POCO TIEMPO EN LOS TEMAS MAS DÍFICILES.;  da  bien   per dedic       dificil;negative;positive
El comete muchos errores durante la clase.; comet  error durant ;negative;negative
El PROFESOR ES INTOLERANTE CON NOSOTROS Y NO ENTREGA CALIFICACIONES A TIEMPO.;   intoler  nosotr  no entreg  ;negative;negative
El maestro falta mucho a sus clases lo que hace que nos atrasemos.;  falt       hac  nos atras;negative;negative
SU MANERA DE ENSEÑAR ES ADECUADA, ES ATENTO Y RESUELVE LAS DUDAS; maner  enseñ  adecu  atent  resuelv ;positive;positive
No me gusta su manera de impartir clases además no utiliza material extra.;no  gust  maner  impart   no utiliz  extra;negative;positive
Es muy buena maestra y te apoya de manera individual.;  buen    apoy  maner individual;positive;positive
Sus clases son efectivas logrando transmitir el conocimiento de una manera excelente.;   efect logr transmit     maner excelent;positive;positive
BRINDA UNA ATENCIÓN PERSONALIZADA A CADA ALUMNO.;brind  atencion personaliz  ;positive;positive
muy buen maestro ya que es responsable con las evaluaciones; buen     respons  ;positive;negative
Es una maestro respetuoso con sus alumnos e inteligente.;   respetu     inteligent;positive;positive
Buen maestro sabe explicar de una manera entendible.;buen   explic   maner entend;positive;positive
una asignatura muy productiva; asignatur  product;positive;positive
ES UN BUEN MAESTRO ADEMÁS UTILIZA DIFERENTES HERRAMIENTAS DE APRENDIZAJE.;  buen   utiliz diferent herramient ;positive;negative
El desempeño del profesor me inspira ganas de aprender.; desempeñ    inspir gan  aprend;positive;positive
muy buen maestro logra transmitir confianza.; buen  logr transmit confianz;positive;positive
Una maestra muy empática para enseñar de una manera personalizada.;   empat  enseñ   maner personaliz;positive;negative
LE FALTA MATERIAL DE APOYO EN SUS CLASES; falt   apoy  ;negative;negative
Excelente maestra fomenta el apoyo y la participación;excelent  foment  apoy   particip;positive;positive
Debe de ser más estricto con alumnos que no permiten continuar con la clase.;deb    estrict    no permit continu  ;negative;negative
El profesor es demasiado elitista y presumido;    elit  presum;negative;negative
creo que debería de explicar el los temas y no ponernos a investigar todo;cre  deb  explic     no pon  investig;negative;negative
Este profesor no prepara sus clases, es elitista y no cumple su tarea como profesor;  no prep    elit  no cumpl   ;negative;positive
El profesor debería de renunciar ya que no sabe nada;  deb  renunci   no ;negative;negative
es un excelente profesor y tiene mucha paciencia en clase;  excelent   tien  pacienci ;positive;positive
No cumple las normas de la universidad además no explica bien en sus clases;no cumpl  norm   univers  no explic bien  ;negative;positive
No explica temas que dejo de investigación;no explic   dej  investig;negative;negative
buen profesor ya que esta a la vanguardia de los temas;buen       vanguardi  ;positive;positive
Es muy versátil y dinámica en sus clases;  versatil    ;positive;negative
Es una maestra que motiva a todos los sus alumnos.;    motiv    ;positive;positive
Excelente su manera de enseñar a los alumnos. Se logran los objetivos de apredizaje.;excelent  maner  enseñ     logr  objet  apredizaj;positive;positive
Es una clase divertida y me desafía a diario.;   divert   desaf  diari;positive;positive
Muy mala maestra sus clases son teoricas y eso no me gusta; mal     teoric   no  gust;negative;negative
